classification	db_link	observation_name	observation_sum	1006_Rp_Control	1007_Rp_LE	1025_Rp_Control	1028_Rp_Control	1028bis_Rp_Control	1038_Rp_Control	1046_Rp_LE	1047_Rp_Control	1059_Rp_Control	1060_Rp_Control	1065_Rp_LE	1066_Rp_Control	1073_Rp_LE	1086_Rp_LE	1086bis_Rp_LE	1099_Rp_Control	1099bis_Rp_Control	1102_Rp_Control	1122_Rp_Control	1136_Rp_Control	1136bis_Rp_Control	1140_Rp_LE	1150_Rp_Control	1150bis_Rp_Control	581_Rm_Control	581bis_Rm_Control	592_Rm_LE	602_Rm_Control	612_Rm_Control	624_Rm_LE	624bis_Rm_LE	624ter_Rm_LE	629_Rm_Control	641_Rm_LE	651_Rm_Control	654_Rm_Control	665_Rm_LE	677_Rm_Control	680_Rm_LE	685_Rm_Control	689_Rm_LE	701_Rm_Control	732_Rm_LE	732bis_Rm_LE	750_Rm_Control	777_Rm_Control	798_Rm_LE	815_Rm_LE	817_Rm_Control	827_Rm_LE	835_Rm_Control	855_Rm_Control	862_Rm_LE	896_Rm_Control	920_Rm_LE	927_Rm_Control	935_Rm_Control	944_Rp_Control	950_Rp_LE	950bis_Rp_LE	952_Rp_LE	959_Rp_Control	964_Rp_Control	966_Rp_LE	972_Rp_Control	978_Rp_LE	978bis_Rp_LE	989_Rp_Control	992_Rp_LE
NA	https://www.genome.jp/dbget-bin/www_bget?K18842	K18842	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18843	K18843	9317.98	214.32999999999998	112.33	115.67	175.0	124.67	127.0	2.67	26.0	157.32999999999998	37.33	22.33	82.0	17.67	5.33	1.0	95.33	63.33	415.33	203.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	695.3299999999999	329.66999999999996	13.33	29.33	7.67	483.0	3.0	53.0	204.0	4.67	94.33	22.67	557.6700000000001	30.33	314.33000000000004	5.33	63.67	11.33	4.67	252.67	10.33	33.67	6.67	450.33	376.33	11.33	664.6700000000001	7.67	552.0	29.0	27.67	103.0	14.67	3.0	310.67	238.67000000000002	31.0	453.0	69.33	29.33	642.67	7.0
Transferases;Transferring one-carbon groups;Methyltransferases;npmA, 16S rRNA (adenine(1408)-N(1))-methyltransferase [EC:2.1.1.180]	https://www.genome.jp/dbget-bin/www_bget?K18846	K18846	22.39999999999999	0.0	0.0	0.2	0.0	0.0	0.4	3.0	0.2	1.0	0.8	0.0	0.4	0.2	1.6	0.8	0.0	0.0	0.0	1.0	0.2	0.2	0.0	0.6	0.0	0.0	0.2	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	3.2	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.4	0.2	0.0	0.0	0.2	0.0	0.4	1.2	0.0	0.0	0.0	0.8	0.2	0.0	0.4	0.4	1.0	0.0
Oxidoreductases;Acting on paired donors, with incorporation or reduction of molecular oxygen;With 2-oxoglutarate as one donor, and incorporation of one atom of oxygen into each donor;ycfD, 50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]	https://www.genome.jp/dbget-bin/www_bget?K18850	K18850	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Ligases;Forming carbon-nitrogen bonds;Acid-D-amino-acid ligases (peptide synthases);vanC, vanE, vanG, D-alanine---D-serine ligase [EC:6.3.2.35]	https://www.genome.jp/dbget-bin/www_bget?K18856	K18856	55212.649999999994	255.5	531.0	142.32999999999998	327.67	282.08	340.58	575.5	161.58	266.33000000000004	829.67	883.0	269.0	658.08	759.83	888.25	1169.25	806.08	339.5	417.83	173.17	225.33	726.33	209.25	162.0	1144.67	1168.25	1108.0	720.0	1087.83	939.67	2017.33	630.3299999999999	1449.25	681.0	2179.75	534.6700000000001	1503.25	1146.5	1717.25	482.0	1842.92	804.92	826.0	406.25	1446.75	872.67	701.42	2091.25	1071.75	1356.58	790.5	542.0	928.58	675.92	1134.08	731.17	750.5	380.33	239.92	648.83	1008.08	511.92	445.67	827.83	428.83	1256.67	870.25	397.92	1314.25
NA	https://www.genome.jp/dbget-bin/www_bget?K18862	K18862	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
Hydrolases;Acting on peptide bonds (peptidases);Metallocarboxypeptidases;vanXY, zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]	https://www.genome.jp/dbget-bin/www_bget?K18866	K18866	18362.0	71.5	228.0	39.0	98.0	101.75	93.25	241.5	59.25	79.0	249.0	237.0	100.0	185.75	237.5	228.25	396.25	290.75	154.5	164.5	45.5	76.0	304.0	101.25	59.0	369.0	350.25	384.0	240.0	264.5	311.0	768.0	248.0	434.25	281.0	706.75	193.0	536.25	372.5	506.25	178.0	706.25	331.25	283.0	97.25	474.75	338.0	269.75	528.25	430.75	417.25	337.5	152.0	348.25	270.25	370.75	282.5	303.5	139.0	75.25	203.5	263.75	166.25	246.0	264.5	147.5	261.0	195.25	186.25	289.25
NA	https://www.genome.jp/dbget-bin/www_bget?K18887	K18887	1855.3999999999999	15.1	36.4	26.2	43.2	16.35	7.65	59.7	12.85	39.0	27.4	8.2	25.2	23.75	20.5	9.65	20.65	12.95	19.5	21.1	67.3	49.6	30.0	18.85	13.8	19.6	62.25	48.2	44.0	18.5	19.0	25.0	20.6	65.65	20.0	55.15	17.4	10.25	33.1	20.25	30.8	27.25	20.45	19.2	12.65	28.55	45.0	74.35	46.45	22.15	8.05	27.5	4.4	20.85	101.05	11.15	5.9	3.7	26.4	33.85	22.7	32.35	25.05	11.8	13.1	26.1	4.8	15.65	7.05	23.25
NA	https://www.genome.jp/dbget-bin/www_bget?K18888	K18888	1855.3999999999999	15.1	36.4	26.2	43.2	16.35	7.65	59.7	12.85	39.0	27.4	8.2	25.2	23.75	20.5	9.65	20.65	12.95	19.5	21.1	67.3	49.6	30.0	18.85	13.8	19.6	62.25	48.2	44.0	18.5	19.0	25.0	20.6	65.65	20.0	55.15	17.4	10.25	33.1	20.25	30.8	27.25	20.45	19.2	12.65	28.55	45.0	74.35	46.45	22.15	8.05	27.5	4.4	20.85	101.05	11.15	5.9	3.7	26.4	33.85	22.7	32.35	25.05	11.8	13.1	26.1	4.8	15.65	7.05	23.25
NA	https://www.genome.jp/dbget-bin/www_bget?K18889	K18889	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18890	K18890	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18891	K18891	34275.0	985.0	108.0	471.0	699.0	285.0	79.0	202.0	276.0	548.0	342.0	41.0	179.0	136.0	303.0	74.0	144.0	231.0	453.0	134.0	608.0	981.0	172.0	3540.0	1616.0	201.0	361.0	384.0	2707.0	875.0	327.0	335.0	247.0	825.0	317.0	193.0	439.0	90.0	180.0	195.0	580.0	376.0	603.0	633.0	31.0	207.0	609.0	333.0	219.0	142.0	477.0	1211.0	328.0	240.0	358.0	331.0	1258.0	155.0	111.0	1033.0	78.0	250.0	1618.0	633.0	167.0	304.0	470.0	82.0	1056.0	99.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18892	K18892	34275.0	985.0	108.0	471.0	699.0	285.0	79.0	202.0	276.0	548.0	342.0	41.0	179.0	136.0	303.0	74.0	144.0	231.0	453.0	134.0	608.0	981.0	172.0	3540.0	1616.0	201.0	361.0	384.0	2707.0	875.0	327.0	335.0	247.0	825.0	317.0	193.0	439.0	90.0	180.0	195.0	580.0	376.0	603.0	633.0	31.0	207.0	609.0	333.0	219.0	142.0	477.0	1211.0	328.0	240.0	358.0	331.0	1258.0	155.0	111.0	1033.0	78.0	250.0	1618.0	633.0	167.0	304.0	470.0	82.0	1056.0	99.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18895	K18895	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18898	K18898	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18899	K18899	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18907	K18907	492.0	0.0	71.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	16.0	26.0	12.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	40.0	0.0	0.0	0.0	134.0	0.0	7.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	19.0	5.0	0.0	16.0	0.0	0.0	22.0
Isomerases;Racemases and epimerases;Acting on carbohydrates and derivatives;dpe, lre, D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	https://www.genome.jp/dbget-bin/www_bget?K18910	K18910	54215.0	581.0	357.0	534.0	915.0	596.0	237.0	746.5	456.0	1052.0	668.0	491.0	340.0	728.5	705.5	622.0	745.0	408.0	909.5	341.0	1645.0	1677.0	837.5	988.0	603.0	623.0	1095.0	1029.0	1094.0	606.0	837.0	1020.0	803.0	1512.0	726.0	1198.0	411.0	400.5	987.5	859.5	893.0	1078.0	476.5	404.0	218.0	729.0	567.0	491.5	788.0	847.5	1242.5	1236.0	382.0	1387.5	1128.0	806.5	892.0	295.0	545.0	1023.0	692.5	537.0	830.5	508.0	544.5	1013.0	1124.5	286.0	1848.0	1016.0
Oxidoreductases;Acting on paired donors, with incorporation or reduction of molecular oxygen;Miscellaneous;egtB, gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]	https://www.genome.jp/dbget-bin/www_bget?K18912	K18912	12478.0	13.0	200.0	5.0	46.0	37.0	137.0	137.0	25.0	64.0	48.0	64.0	4.0	53.0	78.0	55.0	139.0	105.0	62.0	152.0	30.0	34.0	57.0	18.0	10.0	465.0	328.0	248.0	202.0	276.0	407.0	383.0	226.0	550.0	190.0	305.0	83.0	280.0	194.0	389.0	190.0	400.0	111.0	199.0	70.0	395.0	347.0	248.0	246.0	437.0	331.0	89.0	281.0	166.0	296.0	258.0	366.0	383.0	83.0	13.0	47.0	166.0	81.0	127.0	59.0	36.0	446.0	88.0	377.0	43.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18918	K18918	2124.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	41.33	22.33	89.0	17.67	5.33	1.0	77.33	59.33	48.33	12.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	40.33	10.67	9.33	13.33	3.67	140.0	3.0	53.0	3.0	4.67	16.33	22.67	9.67	29.33	8.33	5.33	5.67	11.33	4.67	18.67	10.33	33.67	6.67	1.33	7.33	11.33	84.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	115.67	23.67	31.0	73.0	69.33	29.33	257.66999999999996	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18919	K18919	3757.960000000001	68.66	224.66	7.34	114.0	77.34	0.0	5.34	22.0	64.66	74.66	44.66	164.0	35.34	10.66	2.0	148.66	118.66	94.66	20.66	21.34	24.0	10.66	48.0	26.66	0.0	0.66	4.66	56.66	1.34	18.66	26.66	7.34	106.0	6.0	106.0	6.0	9.34	32.66	45.34	11.34	58.66	16.66	10.66	11.34	22.66	9.34	11.34	20.66	67.34	13.34	2.66	0.66	22.66	87.34	15.34	68.0	58.0	53.34	204.0	29.34	6.0	155.34	47.34	62.0	132.0	138.66	58.66	495.34	12.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18920	K18920	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18921	K18921	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18922	K18922	1878.9800000000005	34.33	112.33	3.67	57.0	38.67	0.0	2.67	11.0	32.33	37.33	22.33	82.0	17.67	5.33	1.0	74.33	59.33	47.33	10.33	10.67	12.0	5.33	24.0	13.33	0.0	0.33	2.33	28.33	0.67	9.33	13.33	3.67	53.0	3.0	53.0	3.0	4.67	16.33	22.67	5.67	29.33	8.33	5.33	5.67	11.33	4.67	5.67	10.33	33.67	6.67	1.33	0.33	11.33	43.67	7.67	34.0	29.0	26.67	102.0	14.67	3.0	77.67	23.67	31.0	66.0	69.33	29.33	247.67	6.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18924	K18924	22605.0	0.0	74.0	1066.0	829.0	283.0	75.0	916.0	127.0	551.0	0.0	59.0	102.0	693.0	1568.0	249.0	158.0	207.0	48.0	111.0	634.0	556.0	831.0	200.0	134.0	205.0	204.0	382.0	468.0	727.0	442.0	321.0	162.0	67.0	154.0	221.0	587.0	65.0	166.0	21.0	82.0	2626.0	756.0	349.0	34.0	12.0	381.0	249.0	271.0	69.0	140.0	293.0	212.0	302.0	8.0	124.0	127.0	5.0	1.0	461.0	30.0	122.0	118.0	20.0	97.0	31.0	208.0	12.0	373.0	1429.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18925	K18925	22605.0	0.0	74.0	1066.0	829.0	283.0	75.0	916.0	127.0	551.0	0.0	59.0	102.0	693.0	1568.0	249.0	158.0	207.0	48.0	111.0	634.0	556.0	831.0	200.0	134.0	205.0	204.0	382.0	468.0	727.0	442.0	321.0	162.0	67.0	154.0	221.0	587.0	65.0	166.0	21.0	82.0	2626.0	756.0	349.0	34.0	12.0	381.0	249.0	271.0	69.0	140.0	293.0	212.0	302.0	8.0	124.0	127.0	5.0	1.0	461.0	30.0	122.0	118.0	20.0	97.0	31.0	208.0	12.0	373.0	1429.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18926	K18926	35529.25	347.0	108.0	469.0	377.0	934.25	43.0	86.0	1249.5	397.0	205.0	60.0	576.75	78.0	148.0	74.0	261.5	517.5	1501.25	213.0	894.0	1884.0	91.0	4233.75	2689.5	312.0	1821.0	133.0	683.5	188.0	80.0	104.0	144.0	800.5	143.0	193.5	328.0	47.0	154.0	64.0	487.0	41.0	461.0	179.0	23.0	82.0	332.0	602.0	161.0	337.25	222.0	511.0	262.5	58.0	834.25	45.0	453.75	118.0	429.25	1272.0	196.0	175.0	1249.0	488.25	75.0	760.25	148.0	65.0	2769.25	59.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18928	K18928	503647.0	3344.5	5323.25	5611.0	1459.0	928.5	7066.25	8264.5	6749.0	7118.75	11163.0	2941.0	5195.25	4487.5	9275.25	4088.75	9783.75	5842.75	8453.0	9805.25	998.25	1113.25	6064.5	1431.0	950.0	3099.0	2513.5	5145.0	14558.5	9614.25	9552.75	9859.75	5244.75	11552.5	6939.25	13174.0	12017.0	1938.0	12134.25	7794.25	11033.75	9762.5	14549.0	2373.25	2182.5	7183.0	6874.0	7706.75	9151.5	14765.5	11611.5	17030.75	11999.75	9596.25	12829.0	2532.75	10997.25	10426.0	9218.0	1851.75	861.5	1972.25	11430.0	10118.25	7258.5	13014.25	3845.5	458.0	10744.25	7675.75
NA	https://www.genome.jp/dbget-bin/www_bget?K18929	K18929	503647.0	3344.5	5323.25	5611.0	1459.0	928.5	7066.25	8264.5	6749.0	7118.75	11163.0	2941.0	5195.25	4487.5	9275.25	4088.75	9783.75	5842.75	8453.0	9805.25	998.25	1113.25	6064.5	1431.0	950.0	3099.0	2513.5	5145.0	14558.5	9614.25	9552.75	9859.75	5244.75	11552.5	6939.25	13174.0	12017.0	1938.0	12134.25	7794.25	11033.75	9762.5	14549.0	2373.25	2182.5	7183.0	6874.0	7706.75	9151.5	14765.5	11611.5	17030.75	11999.75	9596.25	12829.0	2532.75	10997.25	10426.0	9218.0	1851.75	861.5	1972.25	11430.0	10118.25	7258.5	13014.25	3845.5	458.0	10744.25	7675.75
NA	https://www.genome.jp/dbget-bin/www_bget?K18930	K18930	53070.43	289.08	837.0	668.0	234.5	285.0	470.5	798.0	424.08	269.17	456.83	700.33	592.0	410.5	319.17	221.75	504.33	321.42	894.83	728.67	359.42	280.5	443.92	454.42	282.75	1073.25	887.92	877.25	760.17	964.75	1256.67	1242.67	699.0	1138.5	1030.17	1284.83	957.25	927.5	831.0	1213.17	808.67	1191.67	1224.75	807.67	217.25	1162.58	922.58	690.92	622.17	2352.83	758.33	581.42	606.5	1118.67	682.17	1023.0	970.33	1349.92	419.33	859.25	445.75	900.08	990.33	834.83	622.92	988.08	1738.25	306.33	1236.58	247.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18934	K18934	18356.25	370.0	38.0	425.0	298.0	130.25	47.0	124.0	112.5	253.0	168.0	23.0	54.75	56.0	170.0	49.0	57.5	102.5	332.25	109.0	284.0	357.0	80.0	1227.75	800.5	67.0	473.0	281.0	960.5	269.0	148.0	189.0	173.0	1099.5	212.0	93.5	151.0	45.0	162.0	136.0	619.0	132.0	168.0	99.0	30.0	147.0	436.0	180.0	165.0	294.25	403.0	898.0	120.5	86.0	363.25	77.0	312.75	50.0	108.25	702.0	37.0	172.0	775.0	229.25	63.0	436.25	364.0	42.0	683.25	35.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18939	K18939	492.0	0.0	71.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	16.0	26.0	12.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	40.0	0.0	0.0	0.0	134.0	0.0	7.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	19.0	5.0	0.0	16.0	0.0	0.0	22.0
Transferases;Transferring phosphorus-containing groups;Protein-histidine kinases;arlS, two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]	https://www.genome.jp/dbget-bin/www_bget?K18940	K18940	463.3999999999998	2.0	20.0	5.2	11.0	5.0	0.4	9.0	1.2	1.0	7.8	1.0	0.4	3.2	14.6	3.8	7.0	7.0	0.0	7.0	3.2	4.2	14.0	1.6	3.0	2.0	20.2	9.0	0.4	3.0	2.0	6.0	4.0	8.0	1.0	17.0	7.0	2.4	9.2	6.0	9.0	7.0	4.0	8.0	3.0	9.0	14.0	18.4	26.0	2.0	0.0	3.0	3.4	3.2	59.0	5.0	1.2	0.0	0.4	4.2	5.0	13.0	2.0	3.8	3.2	9.0	2.4	9.4	3.0	3.0
NA	https://www.genome.jp/dbget-bin/www_bget?K18955	K18955	48211.75	168.75	28.0	689.5	224.0	1656.0	30.0	84.0	2294.25	478.0	141.25	90.0	1035.75	72.0	8.0	60.0	442.0	854.0	2350.25	259.75	1246.25	3118.0	42.0	7049.0	4509.25	516.0	2770.0	148.0	460.5	184.0	36.0	68.0	142.0	587.25	4.0	244.0	420.0	36.0	72.0	26.0	142.0	38.0	648.0	276.0	8.5	22.0	386.0	992.0	58.0	184.0	104.0	176.5	82.0	68.0	1244.0	6.0	484.0	162.0	735.0	1400.0	350.0	32.0	1668.0	737.75	28.0	815.5	112.25	64.0	4522.5	22.0
Transferases;Transferring phosphorus-containing groups;Nucleotidyltransferases;adrA, diguanylate cyclase [EC:2.7.7.65]	https://www.genome.jp/dbget-bin/www_bget?K18968	K18968	6021.98	36.33	147.32999999999998	4.67	66.0	44.67	14.0	54.67	14.0	33.33	63.33	62.33	82.0	76.67	93.33	62.0	87.33	80.33	47.33	22.33	12.67	13.0	89.33	25.0	13.33	95.0	107.33	86.33	40.33	70.67	114.33	267.33	124.67	89.0	42.0	221.0	18.0	287.67	212.32999999999998	241.67000000000002	12.67	210.32999999999998	43.33	29.33	26.67	202.32999999999998	87.67	34.67	120.33	117.67	131.67000000000002	10.33	34.33	88.33	49.67	244.67000000000002	104.0	125.0	33.67	102.0	79.67	69.0	83.67	34.67	86.0	68.0	125.33	93.33	275.66999999999996	35.0
Oxidoreductases;Acting on CH or CH2 groups;With NA physiological acceptors;queG, epoxyqueuosine reductase [EC:1.17.99.6]	https://www.genome.jp/dbget-bin/www_bget?K18979	K18979	122354.40999999999	590.91	1565.58	744.6700000000001	742.5	874.1700000000001	920.75	1706.17	603.08	542.2499999999999	764.16	1169.1599999999999	728.25	1004.1700000000001	983.75	893.0	1760.4099999999999	1088.5	1514.1599999999999	1655.25	587.34	674.75	934.25	643.42	497.08	3314.25	2491.75	3379.08	1913.0	2446.17	3086.75	4012.75	2106.42	3256.0	2651.92	1905.83	1506.25	2458.17	1760.58	2418.59	1421.0900000000001	3271.5	1938.08	2315.75	409.42	2362.41	2948.75	2663.84	1987.5	3409.0	2803.5	1750.5	1471.58	2614.75	2223.34	2379.42	2321.58	2535.92	1194.0	1980.0	1220.92	2510.33	1789.0	1540.75	1042.42	1509.33	3031.08	697.16	2261.5	854.75
Isomerases;Intramolecular lyases;Intramolecular lyases (only sub-subclass identified to date);gci, D-galactarolactone cycloisomerase [EC:5.5.1.27]	https://www.genome.jp/dbget-bin/www_bget?K18983	K18983	21790.0	218.0	231.0	129.0	204.0	110.0	150.0	347.0	157.0	149.0	256.0	318.0	250.0	366.0	322.0	168.0	280.0	248.0	261.0	183.0	89.0	79.0	801.0	227.0	127.0	453.0	330.0	446.0	431.0	279.0	409.0	632.0	180.0	297.0	351.0	551.0	344.0	359.0	220.0	443.0	442.0	934.0	559.0	304.0	79.0	426.0	468.0	279.0	719.0	469.0	386.0	566.0	241.0	446.0	275.0	167.0	299.0	195.0	201.0	138.0	249.0	202.0	240.0	334.0	454.0	260.0	327.0	156.0	240.0	340.0
Transferases;Transferring phosphorus-containing groups;Protein-histidine kinases;ihk, two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]	https://www.genome.jp/dbget-bin/www_bget?K18986	K18986	157.0	1.0	1.0	0.0	1.0	0.0	2.0	4.0	1.0	0.0	3.0	7.0	4.0	1.0	1.0	5.0	4.0	2.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	6.0	1.0	6.0	0.0	2.0	0.0	10.0	2.0	2.0	3.0	4.0	1.0	3.0	1.0	4.0	0.0	2.0	5.0	2.0	1.0	3.0	5.0	2.0	7.0	1.0	4.0	2.0	2.0	12.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	5.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	3.0
